ID,Age,AgeClass,Education,MaritalStatus,Children,Income,IncomeClass,Wines,Fruits,Meat,Fish,Sweet,Gold,TotalExpense,NumWeb,NumCatalog,NumStore,Cmp1,Cmp2
1890,54,Ger.X-BB,2n Cycle,Together,2,42033.0,Low,11,1,4,2,0,7,25,1,0,2,0,0
10742,42,Ger.X,PhD,Married,0,86580.0,High,532,21,127,26,20,20,746,4,2,5,0,0
10356,68,BB-Others,PhD,Divorced,2,41437.0,Low,29,0,2,0,0,1,32,1,0,3,0,0
4676,74,BB-Others,Master,Widow,2,73705.0,High,612,91,520,258,107,107,1695,9,6,8,0,0
8852,49,Ger.X-BB,Graduation,Married,1,61064.0,Medium,387,126,342,0,45,180,1080,8,4,11,0,0
3565,70,BB-Others,Master,Married,2,38452.0,Low,56,0,14,0,0,2,72,3,0,3,0,0
5294,36,Ger.X,Graduation,Single,1,18358.0,Very Low,6,8,19,16,4,4,57,3,0,4,0,0
1958,52,Ger.X-BB,PhD,Together,1,55012.0,Medium,582,0,65,0,0,13,660,8,2,9,0,0
7349,52,Ger.X-BB,Basic,Together,1,9722.0,Very Low,6,17,16,6,16,42,103,3,1,3,0,0
8799,41,Ger.X,PhD,Married,1,38175.0,Low,70,6,69,2,3,3,153,3,1,4,0,0
1351,69,BB-Others,Master,Together,1,58656.0,Medium,962,12,194,16,24,12,1220,7,8,13,0,0
1045,60,BB-Others,Graduation,Together,1,52117.0,Medium,112,10,107,30,0,20,279,5,2,4,0,0
7732,47,Ger.X-BB,Graduation,Married,1,64813.0,Medium,293,0,124,179,97,52,745,7,2,10,0,0
8070,52,Ger.X-BB,PhD,Married,1,54222.0,Medium,199,12,31,3,12,7,264,3,3,5,0,0
477,39,Ger.X,Graduation,Married,0,83512.0,High,1060,61,835,80,20,101,2157,4,7,10,1,1
7832,66,BB-Others,Master,Married,1,77520.0,High,940,44,396,0,88,58,1526,8,7,7,1,0
2202,47,Ger.X-BB,Graduation,Together,1,41154.0,Low,44,2,11,2,3,7,69,1,0,4,0,0
7396,59,BB-Others,Graduation,Married,0,80398.0,High,342,51,936,207,35,26,1597,5,8,12,0,0
4055,33,Milennials,Basic,Single,1,18746.0,Very Low,2,10,11,12,9,20,64,3,0,3,0,0
10340,41,Ger.X,Graduation,Together,1,35196.0,Very Low,75,12,141,43,39,187,497,6,1,5,0,0
10091,69,BB-Others,Graduation,Single,1,60230.0,Medium,520,20,367,39,81,40,1067,6,3,6,0,0
7629,48,Ger.X-BB,Graduation,Married,2,22108.0,Very Low,5,3,9,6,2,6,31,2,0,3,0,0
10640,51,Ger.X-BB,Graduation,Together,2,44392.0,Low,87,5,71,7,12,29,211,4,1,4,0,0
3498,49,Ger.X-BB,PhD,Married,1,55424.0,Medium,462,61,184,10,53,107,877,7,5,9,0,0
6742,46,Ger.X-BB,Graduation,Married,1,17688.0,Very Low,2,2,1,3,1,2,11,1,0,2,0,0
1172,42,Ger.X,PhD,Married,0,92491.0,High,979,44,935,29,25,22,2034,7,5,12,1,0
569,34,Milennials,Graduation,Single,0,90273.0,High,704,129,853,120,74,111,1991,5,6,7,1,0
4686,63,BB-Others,PhD,Widow,0,82571.0,High,861,31,558,62,95,79,1686,6,5,13,0,0
1381,43,Ger.X,PhD,Single,1,38513.0,Low,172,3,115,16,0,18,324,6,1,5,0,0
2634,46,Ger.X-BB,Master,Single,1,16653.0,Very Low,5,7,31,15,4,7,69,2,1,3,0,0
10905,70,BB-Others,Graduation,Together,2,42586.0,Low,194,2,56,0,0,0,252,4,1,6,0,0
1744,60,BB-Others,Basic,Single,1,23529.0,Very Low,9,7,13,3,2,20,54,1,1,2,0,0
1000,64,BB-Others,Master,Together,2,74881.0,High,505,72,270,36,27,54,964,9,2,12,0,0
3828,74,BB-Others,Graduation,Married,1,71107.0,High,533,10,217,198,174,195,1327,7,6,13,0,0
8605,61,BB-Others,PhD,Together,2,46910.0,Low,48,0,14,0,0,6,68,2,0,3,0,0
10304,66,BB-Others,Graduation,Married,0,18690.0,Very Low,6,1,7,23,4,19,60,1,1,2,0,0
4351,70,BB-Others,Graduation,Divorced,2,37244.0,Low,18,2,10,0,0,25,55,1,1,2,0,0
10129,59,BB-Others,Graduation,Together,0,82427.0,High,482,147,509,104,107,107,1456,3,5,12,0,0
2499,67,BB-Others,2n Cycle,Single,1,75342.0,High,204,97,97,21,118,26,563,5,2,10,0,0
10092,71,BB-Others,Graduation,Divorced,1,70044.0,High,1073,0,250,153,14,14,1504,7,10,5,0,0
7500,58,BB-Others,Graduation,Single,2,79146.0,High,245,16,223,21,43,16,564,8,1,8,0,0
5796,62,BB-Others,Graduation,Married,0,77437.0,High,560,21,442,29,44,29,1125,4,5,13,0,0
10556,66,BB-Others,Graduation,Married,1,54984.0,Medium,173,13,131,32,3,6,358,6,1,6,1,0
1064,54,Ger.X-BB,PhD,Married,1,42403.0,Low,22,1,11,0,5,3,42,1,0,3,0,0
48,61,BB-Others,Graduation,Together,1,55761.0,Medium,136,1,12,0,3,32,184,4,1,3,0,0
7610,42,Ger.X,Graduation,Together,1,37292.0,Low,275,0,86,10,23,66,460,6,3,5,0,0
263,80,BB-Others,PhD,Single,0,45576.0,Low,56,19,29,2,14,25,145,3,1,3,0,0
10814,78,BB-Others,Graduation,Together,0,70321.0,High,303,23,751,82,26,191,1376,6,5,13,0,0
9710,56,BB-Others,PhD,Divorced,1,58086.0,Medium,708,7,62,0,0,15,792,11,3,7,0,0
9292,73,BB-Others,Graduation,Married,0,81795.0,High,324,132,693,27,118,88,1382,4,11,7,0,0
10250,78,BB-Others,Basic,Together,0,28389.0,Very Low,1,5,3,7,4,8,28,1,0,2,0,0
7881,79,BB-Others,Master,Married,0,66835.0,Medium,620,26,195,34,17,141,1033,6,4,13,0,0
5847,56,BB-Others,Graduation,Divorced,1,69901.0,High,312,21,206,102,92,149,882,7,3,10,0,0
737,76,BB-Others,PhD,Married,0,80360.0,High,1493,86,454,112,43,43,2231,4,4,5,1,0
3571,64,BB-Others,PhD,Together,1,63342.0,Medium,918,21,118,13,10,21,1101,8,3,5,0,0
7807,51,Ger.X-BB,Graduation,Married,1,44989.0,Low,98,0,106,49,10,106,369,5,1,5,0,0
3878,45,Ger.X-BB,2n Cycle,Single,1,31859.0,Very Low,3,4,7,15,8,11,48,1,0,3,0,0
5092,76,BB-Others,PhD,Widow,1,51569.0,Medium,380,0,47,6,0,34,467,7,1,7,0,0
2154,54,Ger.X-BB,Graduation,Widow,2,30372.0,Very Low,15,0,12,7,3,7,44,2,0,3,0,0
5394,46,Ger.X-BB,Basic,Single,2,16014.0,Very Low,3,9,4,7,8,7,38,1,1,4,0,0
3798,57,BB-Others,Graduation,Married,2,41120.0,Low,24,2,23,0,8,24,81,2,1,3,0,0
3524,54,Ger.X-BB,Master,Single,1,39763.0,Low,80,1,60,4,6,16,167,5,1,2,0,0
5247,70,BB-Others,PhD,Married,2,38725.0,Low,31,0,6,2,1,5,45,1,0,4,0,0
5883,53,Ger.X-BB,Graduation,Married,1,77981.0,High,138,120,204,16,126,60,664,7,4,7,0,0
2118,61,BB-Others,2n Cycle,Married,1,62905.0,Medium,166,75,96,119,107,59,622,7,2,8,0,0
8812,46,Ger.X-BB,2n Cycle,Divorced,1,13533.0,Very Low,12,3,8,8,0,17,48,2,0,3,0,0
6616,50,Ger.X-BB,Graduation,Together,1,59481.0,Medium,178,3,85,71,66,58,461,3,3,8,0,0
2797,48,Ger.X-BB,Graduation,Married,1,72117.0,High,707,20,171,65,60,50,1073,9,7,9,0,0
4328,39,Ger.X,2n Cycle,Married,1,21955.0,Very Low,5,1,7,17,14,11,55,2,1,3,0,0
9167,69,BB-Others,Graduation,Married,1,67131.0,Medium,465,71,250,93,35,62,976,9,2,12,0,0
10560,45,Ger.X-BB,PhD,Single,1,36802.0,Low,16,1,2,0,0,1,20,1,0,3,0,0
2631,43,Ger.X,Graduation,Together,0,71853.0,High,358,108,413,141,97,32,1149,2,8,6,0,0
8312,64,BB-Others,Basic,Married,0,28249.0,Very Low,1,9,7,2,14,10,43,2,0,3,0,0
5534,50,Ger.X-BB,Master,Married,1,47808.0,Low,123,1,26,2,0,72,224,3,2,3,0,0
5093,51,Ger.X-BB,PhD,Divorced,1,25509.0,Very Low,40,3,30,10,7,11,101,3,0,3,0,0
7592,79,BB-Others,PhD,Married,0,51012.0,Low,102,9,63,2,9,24,209,4,1,4,0,0
8895,40,Ger.X,Graduation,Single,0,70596.0,High,347,44,534,17,0,26,968,3,5,12,0,0
8584,73,BB-Others,PhD,Together,0,85431.0,High,376,53,462,168,53,53,1165,2,7,7,0,0
2694,58,BB-Others,Graduation,Married,1,42664.0,Low,21,0,3,0,0,0,24,1,0,3,0,0
8910,70,BB-Others,Graduation,Together,2,42586.0,Low,194,2,56,0,0,0,252,4,1,6,0,0
7433,40,Ger.X,Graduation,Single,1,29760.0,Very Low,64,4,68,7,5,17,165,3,1,4,0,0
164,48,Ger.X-BB,PhD,Married,0,28973.0,Very Low,206,0,46,3,2,12,269,5,1,5,0,0
10477,52,Ger.X-BB,PhD,Together,1,39435.0,Low,71,0,18,0,0,13,102,3,1,2,0,0
2681,41,Ger.X,2n Cycle,Married,0,65370.0,Medium,71,22,112,138,89,29,461,2,3,13,0,0
5150,46,Ger.X-BB,Basic,Single,1,20194.0,Very Low,0,4,7,11,10,15,47,2,0,3,0,0
5283,49,Ger.X-BB,PhD,Single,2,42473.0,Low,93,1,21,0,4,25,144,2,1,4,0,0
9645,57,BB-Others,Graduation,Married,0,64590.0,Medium,920,138,168,36,46,30,1338,9,4,10,0,0
10678,66,BB-Others,Graduation,Together,1,71232.0,High,653,17,170,34,26,17,917,11,2,10,0,0
7261,54,Ger.X-BB,Graduation,Together,2,34600.0,Very Low,199,33,60,8,3,15,318,5,2,5,0,0
9648,58,BB-Others,Graduation,Single,2,46904.0,Low,153,4,56,0,9,31,253,5,1,4,0,0
2870,52,Ger.X-BB,Graduation,Married,1,49094.0,Low,376,0,38,11,8,69,502,6,3,6,0,0
8008,42,Ger.X,Graduation,Together,1,36075.0,Low,46,0,30,12,1,30,119,2,0,4,0,0
1513,46,Ger.X-BB,2n Cycle,Together,2,60839.0,Medium,600,21,128,223,150,128,1250,2,2,12,0,0
6173,46,Ger.X-BB,Graduation,Together,1,77298.0,High,425,115,292,23,35,79,969,6,6,11,0,0
1419,75,BB-Others,Graduation,Together,2,34026.0,Very Low,18,6,15,12,8,17,76,2,1,3,0,0
9150,62,BB-Others,PhD,Single,2,48918.0,Low,52,0,9,0,0,1,62,1,0,4,0,0
7960,63,BB-Others,2n Cycle,Together,0,82122.0,High,734,22,350,151,25,100,1382,3,9,13,0,0
1250,49,Ger.X-BB,Graduation,Single,1,37697.0,Low,34,6,21,11,4,8,84,2,1,3,0,0
9905,73,BB-Others,Graduation,Together,2,34074.0,Very Low,135,1,41,10,1,67,255,3,3,3,0,0
10691,65,BB-Others,Master,Married,2,28520.0,Very Low,11,0,10,0,2,20,43,1,1,2,0,0
7002,70,BB-Others,Graduation,Single,1,62535.0,Medium,163,48,90,0,45,52,398,3,2,8,0,0
2952,48,Ger.X-BB,Master,Single,1,36273.0,Low,29,3,30,3,2,9,76,3,0,3,0,0
8439,61,BB-Others,Graduation,Together,2,63404.0,Medium,734,26,70,11,44,17,902,6,3,4,1,0
762,44,Ger.X,2n Cycle,Together,1,75774.0,High,340,21,134,258,14,56,823,7,5,8,0,0
2831,49,Ger.X-BB,Graduation,Together,1,78416.0,High,453,38,279,188,38,183,1179,7,7,10,0,0
6977,51,Ger.X-BB,Graduation,Together,1,75702.0,High,1073,0,629,145,37,37,1921,10,5,13,0,0
6289,74,BB-Others,Master,Together,2,59385.0,Medium,135,0,10,0,4,36,185,3,1,4,0,0
4168,59,BB-Others,Graduation,Single,2,37070.0,Low,231,7,137,4,15,39,433,5,1,8,0,0
8397,74,BB-Others,Graduation,Married,2,44689.0,Low,18,0,5,0,0,11,34,1,1,2,0,0
9284,67,BB-Others,Graduation,Together,1,53977.0,Medium,620,16,165,0,24,82,907,5,5,12,0,0
6237,59,BB-Others,PhD,Single,2,7705.92,Very Low,81,4,33,5,2,291,416,23,1,1,0,0
3130,61,BB-Others,Graduation,Single,2,18701.0,Very Low,12,4,2,10,6,10,44,2,0,4,0,0
1619,69,BB-Others,Graduation,Married,0,90369.0,High,292,51,981,224,23,17,1588,4,6,6,0,0
1990,51,Ger.X-BB,PhD,Single,0,63159.0,Medium,965,34,586,89,86,37,1797,3,5,8,0,0
5513,59,BB-Others,Graduation,Together,2,37758.0,Low,27,2,10,0,0,1,40,1,0,3,0,0
269,62,BB-Others,PhD,Single,1,46757.0,Low,777,30,163,0,51,122,1143,4,4,7,0,0
8093,56,BB-Others,Master,Married,0,79734.0,High,572,8,232,23,62,17,914,4,3,6,1,0
10513,33,Milennials,Graduation,Together,0,63207.0,Medium,438,169,565,91,169,70,1502,2,3,6,1,0
10177,71,BB-Others,Graduation,Divorced,1,72071.0,High,531,69,300,150,138,150,1338,5,4,8,0,0
2549,42,Ger.X,PhD,Together,1,21840.0,Very Low,17,0,9,0,0,1,27,1,0,3,0,0
5782,43,Ger.X,2n Cycle,Together,1,58582.0,Medium,402,35,106,101,77,42,763,9,2,9,0,0
10057,74,BB-Others,Graduation,Single,0,72282.0,High,503,27,419,90,139,153,1331,5,7,9,0,0
10307,69,BB-Others,Graduation,Married,2,50387.0,Low,369,9,87,12,14,34,525,6,2,8,0,0
8566,64,BB-Others,PhD,Together,2,32583.0,Very Low,5,0,3,0,0,1,9,1,0,2,0,0
2415,63,BB-Others,Graduation,Together,1,62568.0,Medium,362,17,398,80,35,61,953,5,3,5,1,0
5684,54,Ger.X-BB,Master,Divorced,2,44635.0,Low,56,0,9,0,0,3,68,2,0,3,0,0
8334,54,Ger.X-BB,Master,Single,2,33316.0,Very Low,79,1,31,4,4,12,131,2,1,4,0,0
9166,57,BB-Others,Graduation,Married,1,63967.0,Medium,387,84,141,73,35,162,882,4,4,12,0,0
1440,47,Ger.X-BB,2n Cycle,Together,0,52513.0,Medium,367,17,241,104,188,232,1149,9,5,9,0,0
78,56,BB-Others,Graduation,Married,1,25293.0,Very Low,15,0,11,0,2,9,37,1,1,2,0,0
5441,60,BB-Others,PhD,Widow,1,54111.0,Medium,267,6,54,8,3,50,388,5,2,6,0,0
5302,39,Ger.X,Graduation,Together,0,78394.0,High,298,27,697,216,24,166,1428,4,6,5,0,0
4687,67,BB-Others,Master,Married,0,80739.0,High,674,92,736,39,0,92,1633,3,11,9,0,0
1087,50,Ger.X-BB,Master,Together,1,22669.0,Very Low,16,14,36,37,22,48,173,4,1,2,0,0
6859,38,Ger.X,Graduation,Single,1,29236.0,Very Low,37,4,24,16,9,9,99,4,0,3,0,0
9860,66,BB-Others,Graduation,Together,1,44911.0,Low,159,0,22,2,1,31,215,4,1,4,0,0
7129,63,BB-Others,PhD,Married,1,54693.0,Medium,686,17,142,23,26,35,929,6,4,13,0,0
5866,51,Ger.X-BB,Graduation,Together,1,48186.0,Low,97,3,66,12,7,34,219,4,1,4,0,0
10521,48,Ger.X-BB,Graduation,Married,2,54809.0,Medium,63,6,57,13,13,22,174,2,1,5,0,0
7393,47,Ger.X-BB,Graduation,Together,2,41580.0,Low,56,5,24,4,0,3,92,2,1,3,0,0
7849,55,BB-Others,PhD,Married,0,80336.0,High,209,19,456,160,142,66,1052,2,9,13,0,0
332,68,BB-Others,Graduation,Married,1,47743.0,Low,198,2,43,0,12,20,275,4,1,6,0,0
9847,70,BB-Others,2n Cycle,Married,1,62972.0,Medium,313,15,47,20,0,192,587,7,4,3,0,0
531,71,BB-Others,PhD,Divorced,1,57333.0,Medium,941,14,397,76,58,176,1662,8,5,9,0,0
9576,43,Ger.X,PhD,Together,1,32313.0,Very Low,86,4,56,2,4,7,159,4,0,4,0,0
6906,72,BB-Others,Master,Widow,0,84953.0,High,167,48,602,63,72,72,1024,3,10,4,1,0
7419,57,BB-Others,Master,Divorced,1,27071.0,Very Low,8,3,19,0,2,3,35,2,0,3,0,0
3170,68,BB-Others,Master,Together,0,68148.0,Medium,389,66,408,37,57,85,1042,4,4,6,0,0
8527,60,BB-Others,Master,Together,2,65735.0,Medium,239,7,119,4,15,11,395,6,2,6,0,0
7872,50,Ger.X-BB,PhD,Married,0,86836.0,High,179,21,273,0,21,63,557,6,10,6,1,0
9931,62,BB-Others,PhD,Married,2,7705.92,Very Low,5,0,1,1,1,1,9,0,0,0,0,0
10595,35,Ger.X,Graduation,Married,0,30093.0,Very Low,2,6,28,13,4,16,69,2,0,3,0,0
4609,59,BB-Others,PhD,Married,1,57705.0,Medium,383,0,53,6,4,40,486,8,1,6,0,0
5010,37,Ger.X,Graduation,Single,1,25008.0,Very Low,2,8,8,6,1,9,34,1,0,3,0,0
4427,30,Milennials,2n Cycle,Single,0,83257.0,High,536,27,590,38,107,67,1365,5,10,12,0,0
11148,50,Ger.X-BB,Graduation,Together,1,22280.0,Very Low,2,1,4,3,1,2,13,1,0,2,0,0
1168,47,Ger.X-BB,PhD,Married,0,72159.0,High,322,53,899,34,40,53,1401,4,6,10,0,0
9595,64,BB-Others,Graduation,Together,0,64260.0,Medium,539,169,816,20,0,30,1574,4,5,4,0,0
10163,41,Ger.X,PhD,Single,0,82733.0,High,712,50,420,65,38,38,1323,8,4,7,0,0
2886,54,Ger.X-BB,Master,Divorced,1,74290.0,High,1121,0,72,0,12,12,1217,10,8,10,1,0
6710,74,BB-Others,Master,Single,3,58217.0,Medium,68,1,13,3,5,13,103,2,0,4,0,0
5316,49,Ger.X-BB,Master,Together,0,21024.0,Very Low,36,4,18,6,2,18,84,2,0,4,0,0
9029,53,Ger.X-BB,PhD,Married,0,70116.0,High,707,44,603,95,58,29,1536,2,8,12,0,0
521,40,Ger.X,Graduation,Together,1,54006.0,Medium,174,77,203,6,24,97,581,8,1,7,0,0
1459,59,BB-Others,PhD,Married,1,69063.0,High,666,35,124,69,8,26,928,5,3,5,0,0
10241,50,Ger.X-BB,2n Cycle,Divorced,0,11448.0,Very Low,0,0,0,6,2,6,14,1,0,2,0,0
1630,46,Ger.X-BB,Graduation,Single,1,61825.0,Medium,162,50,100,55,30,27,424,4,2,8,0,0
3254,54,Ger.X-BB,Graduation,Married,1,70886.0,High,407,70,239,103,88,53,960,5,4,4,0,0
9064,43,Ger.X,Graduation,Married,0,69109.0,High,823,25,459,124,29,95,1555,6,6,7,0,0
3678,52,Ger.X-BB,Graduation,Widow,2,60208.0,Medium,488,23,71,15,0,59,656,8,3,7,0,0
4227,57,BB-Others,Master,Together,2,32889.0,Very Low,28,0,13,4,2,8,55,2,1,3,0,0
9467,41,Ger.X,Graduation,Single,1,34738.0,Very Low,3,2,10,3,0,2,20,1,0,3,0,0
8486,54,Ger.X-BB,Master,Together,1,30538.0,Very Low,284,0,52,8,3,20,367,9,0,4,0,0
2186,48,Ger.X-BB,2n Cycle,Together,0,82326.0,High,938,142,754,159,81,183,2257,5,10,6,1,0
3286,58,BB-Others,PhD,Divorced,1,26642.0,Very Low,13,2,15,2,2,8,42,2,0,3,0,0
8602,61,BB-Others,Graduation,Divorced,1,69932.0,High,412,172,153,150,105,57,1049,7,6,11,0,0
3722,53,Ger.X-BB,Graduation,Single,2,44503.0,Low,31,1,8,0,0,8,48,2,0,3,0,0
6715,77,BB-Others,PhD,Single,1,60200.0,Medium,502,19,132,0,6,26,685,6,2,11,0,0
4796,73,BB-Others,Graduation,Divorced,1,49638.0,Low,18,10,3,3,5,0,39,1,0,3,0,0
9612,38,Ger.X,2n Cycle,Single,0,23830.0,Very Low,1,8,6,4,8,16,43,1,0,3,0,0
3766,66,BB-Others,Master,Widow,0,33051.0,Very Low,100,71,243,108,94,219,835,9,1,8,0,0
1399,67,BB-Others,Graduation,Married,0,72905.0,High,407,114,445,181,165,203,1515,3,7,9,1,0
1570,74,BB-Others,PhD,Together,1,69702.0,High,664,9,240,50,19,57,1039,7,7,10,0,0
3426,50,Ger.X-BB,Graduation,Divorced,1,70300.0,High,1045,61,338,60,46,46,1596,5,5,13,0,0
3074,41,Ger.X,PhD,Married,0,70643.0,High,1218,107,304,23,143,33,1828,5,8,4,0,0
8341,56,BB-Others,PhD,Married,1,30396.0,Very Low,15,0,6,0,1,12,34,1,1,2,0,0
5180,57,BB-Others,PhD,Divorced,1,50616.0,Low,128,0,16,0,1,4,149,4,0,4,0,0
6461,56,BB-Others,Master,Single,1,62772.0,Medium,581,49,157,43,8,108,946,5,6,11,0,0
7679,40,Ger.X,PhD,Single,0,30298.0,Very Low,6,3,12,6,1,0,28,1,1,3,0,0
10702,41,Ger.X,Graduation,Single,1,52413.0,Medium,185,8,133,56,56,12,450,7,1,7,0,0
7505,68,BB-Others,PhD,Married,2,44155.0,Low,22,1,9,0,0,14,46,1,1,2,0,0
5113,54,Ger.X-BB,PhD,Divorced,0,86979.0,High,584,100,835,65,83,35,1702,5,5,5,0,0
10858,50,Ger.X-BB,Graduation,Together,2,76532.0,High,355,30,177,90,138,30,820,9,5,7,0,0
2961,43,Ger.X,Graduation,Married,1,42081.0,Low,175,10,110,54,6,27,382,6,3,4,0,0
2747,37,Ger.X,PhD,Married,0,67546.0,Medium,864,134,768,150,38,172,2126,4,10,5,0,0
3010,36,Ger.X,Master,Together,0,88420.0,High,957,153,612,99,95,153,2069,4,7,8,1,0
5790,40,Ger.X,Graduation,Married,1,31158.0,Very Low,25,6,16,20,0,5,72,2,0,3,0,0
6892,57,BB-Others,Graduation,Divorced,1,61671.0,Medium,641,7,56,0,0,28,732,10,4,6,1,0
1743,51,Ger.X-BB,Graduation,Single,0,69719.0,High,273,86,208,177,14,43,801,2,3,5,0,0
3578,76,BB-Others,Graduation,Divorced,1,49160.0,Low,122,21,43,25,10,15,236,3,1,6,0,0
8462,47,Ger.X-BB,Basic,Together,1,24882.0,Very Low,1,4,10,29,0,36,80,1,1,2,0,0
5558,71,BB-Others,PhD,Single,0,90933.0,High,1020,31,430,62,63,79,1685,4,6,4,0,0
4619,80,BB-Others,PhD,Single,0,94384.0,High,6,2,3,1,262,3,277,27,0,0,0,0
8780,75,BB-Others,PhD,Together,1,59292.0,Medium,378,14,68,19,14,14,507,3,5,8,0,0
10789,61,BB-Others,PhD,Married,2,45759.0,Low,42,1,18,3,0,4,68,2,0,3,0,0
10779,42,Ger.X,Graduation,Single,0,22148.0,Very Low,15,5,14,0,4,11,49,1,0,3,0,0
5896,38,Ger.X,Master,Married,0,73395.0,High,272,7,80,20,7,11,397,4,4,6,0,0
2337,54,Ger.X-BB,Graduation,Divorced,1,29819.0,Very Low,9,1,24,2,1,2,39,3,0,3,0,0
10951,57,BB-Others,Graduation,Married,1,45688.0,Low,279,0,18,0,0,9,306,3,1,8,0,0
544,71,BB-Others,Graduation,Married,0,62820.0,Medium,398,61,265,138,61,53,976,3,4,6,0,0
17,54,Ger.X-BB,PhD,Married,1,60491.0,Medium,637,47,237,12,19,76,1028,6,11,7,0,0
10680,39,Ger.X,Graduation,Together,1,33235.0,Very Low,45,0,16,2,1,6,70,3,0,3,0,0
3265,66,BB-Others,Graduation,Married,0,35701.0,Low,21,1,9,7,3,5,46,1,0,3,0,0
5623,45,Ger.X-BB,Master,Married,1,31535.0,Very Low,15,4,13,0,0,19,51,1,1,2,0,0
5832,65,BB-Others,2n Cycle,Together,0,92556.0,High,493,183,352,184,23,28,1263,3,5,13,0,0
5544,55,BB-Others,Graduation,Single,1,67384.0,Medium,957,40,175,158,53,107,1490,7,8,5,0,0
6417,54,Ger.X-BB,Master,Together,0,80573.0,High,829,138,430,60,92,15,1564,4,6,13,0,0
5831,58,BB-Others,Graduation,Married,1,77870.0,High,1017,50,500,65,50,133,1815,5,5,5,1,0
7101,62,BB-Others,PhD,Widow,1,52278.0,Medium,953,0,71,0,0,174,1198,10,5,10,0,0
10176,57,BB-Others,Graduation,Single,1,57107.0,Medium,159,0,120,0,0,137,416,4,4,8,0,1
2326,35,Ger.X,Graduation,Married,0,18929.0,Very Low,32,0,8,23,4,18,85,1,0,4,0,0
4385,44,Ger.X,PhD,Single,1,36038.0,Low,23,0,15,0,2,7,47,3,0,3,0,0
2929,49,Ger.X-BB,Graduation,Single,0,20180.0,Very Low,18,42,24,15,20,18,137,2,1,4,0,0
10686,60,BB-Others,PhD,Together,2,34230.0,Very Low,15,0,4,0,0,2,21,1,0,2,0,0
2546,48,Ger.X-BB,2n Cycle,Single,1,31878.0,Very Low,23,4,5,10,5,23,70,1,0,4,0,0
3283,53,Ger.X-BB,2n Cycle,Married,1,70932.0,High,200,193,100,46,185,185,909,6,2,12,0,0
3138,69,BB-Others,Graduation,Single,0,91249.0,High,1324,27,119,71,108,27,1676,7,9,6,1,1
4994,82,BB-Others,Master,Single,0,77598.0,High,1193,33,281,129,66,33,1735,7,5,13,0,0
7966,66,BB-Others,Graduation,Single,2,80982.0,High,505,137,401,104,22,22,1191,11,5,11,0,0
3112,48,Ger.X-BB,Master,Married,1,22701.0,Very Low,2,4,9,0,4,5,24,1,0,3,0,0
10872,56,BB-Others,PhD,Married,1,55212.0,Medium,1103,0,45,0,0,34,1182,4,2,11,0,1
2181,55,BB-Others,Graduation,Married,0,70617.0,High,353,61,753,40,46,27,1280,3,3,7,0,0
1867,68,BB-Others,Graduation,Single,0,64849.0,Medium,652,48,350,94,84,108,1336,9,3,6,0,0
1518,60,BB-Others,Master,Married,2,62694.0,Medium,379,6,157,25,91,91,749,9,3,7,0,0
5734,51,Ger.X-BB,PhD,Married,2,61917.0,Medium,46,4,36,2,2,1,91,2,0,4,0,0
2878,78,BB-Others,PhD,Married,1,67472.0,Medium,162,31,127,8,17,69,414,4,2,7,0,0
1458,43,Ger.X,Master,Married,1,21059.0,Very Low,8,3,19,3,3,8,44,3,0,3,0,0
7007,57,BB-Others,Master,Married,2,29543.0,Very Low,17,3,18,3,4,18,63,3,1,2,0,0
6200,74,BB-Others,Graduation,Married,1,75903.0,High,340,108,185,130,38,100,901,6,6,9,0,0
1403,50,Ger.X-BB,2n Cycle,Together,2,34984.0,Very Low,8,4,15,3,5,3,38,1,0,3,0,0
4827,69,BB-Others,PhD,Single,1,54998.0,Medium,154,22,202,39,30,8,455,4,2,9,0,0
6250,76,BB-Others,PhD,Widow,1,54356.0,Medium,710,15,30,20,0,0,775,11,2,8,0,0
9291,66,BB-Others,Master,Married,1,34242.0,Very Low,8,2,4,0,0,1,15,0,0,3,0,0
2478,52,Ger.X-BB,Graduation,Married,1,25410.0,Very Low,2,2,4,13,13,4,38,1,0,4,0,0
1139,41,Ger.X,PhD,Married,0,73356.0,High,1050,14,322,0,14,112,1512,5,11,5,1,0
5138,75,BB-Others,Graduation,Together,1,28320.0,Very Low,19,1,14,3,2,4,43,1,0,3,0,0
5393,48,Ger.X-BB,Graduation,Single,1,23763.0,Very Low,22,0,6,6,2,6,42,1,0,3,0,0
10413,41,Ger.X,Graduation,Married,0,72570.0,High,274,83,216,151,141,224,1089,4,6,12,0,0
5015,49,Ger.X-BB,Master,Married,1,34529.0,Very Low,68,6,38,3,6,41,162,2,2,3,0,0
10868,74,BB-Others,Graduation,Widow,0,70792.0,High,344,45,654,104,11,114,1272,3,4,10,0,0
10676,43,Ger.X,Graduation,Married,0,63211.0,Medium,145,193,459,205,26,145,1173,3,8,7,0,0
2495,51,Ger.X-BB,Master,Married,1,83891.0,High,217,38,350,111,85,15,816,4,7,10,0,0
7842,57,BB-Others,Graduation,Single,2,36065.0,Low,18,7,34,10,2,3,74,3,0,3,0,0
9955,71,BB-Others,Graduation,Together,1,39898.0,Low,69,8,26,12,7,12,134,3,0,4,0,0
6663,85,BB-Others,PhD,Single,0,51141.0,Low,144,0,7,0,0,6,157,3,1,4,0,0
